id,latitude,longitude,datetime,decibel_level,hour,day_of_week,is_weekend,temperature_c,humidity_%,wind_speed_kmh,precipitation_mm,traffic_density,near_airport,near_highway,near_construction,population_density,park_proximity,industrial_zone,vehicle_count,honking_events,public_event,holiday,school_zone,noise_complaints,sensor_id
1,40.64981604753894,-74.06914715813205,2023-04-01 18:50:00,78.28640828248231,18,5,1,16.710979290217587,43.054746697496824,28.737658989421654,0.5154473556037743,4,0,0,0,28384,0,0,24,1,0,0,1,1,31
2,40.88028572256397,-74.076510600464,2023-03-18 04:12:00,68.1318447386498,4,5,1,10.088748893607216,29.6762460749736,15.68118139214365,0.00821976889403324,2,0,0,0,24206,0,0,15,2,0,0,0,0,40
3,40.79279757672456,-73.74687270973948,2023-12-03 05:43:00,58.934966117842606,5,6,1,19.9110750224607,47.932831643381284,36.197180679272606,0.8399450142687739,4,0,1,0,1894,1,0,15,2,0,0,0,0,41
4,40.73946339367881,-74.07522690007525,2023-06-20 00:44:00,69.55904195170703,0,1,0,3.477519737175422,88.59401029476662,22.400159569156735,6.938481545311784,4,0,0,0,2265,1,0,24,4,0,0,1,2,50
5,40.56240745617698,-74.06402513693568,2023-12-28 12:06:00,60.40909689781008,12,3,0,17.35630252177014,35.81169890535031,18.01560305623724,2.3746736430542437,3,0,0,1,23807,1,0,25,2,0,0,0,0,8
6,40.56239780813448,-73.82030086879102,2023-02-13 17:40:00,58.05399630836855,17,0,0,18.112176976066124,62.85110612602603,25.866910126396206,1.0260742812060737,2,0,0,0,17746,0,0,15,1,0,0,0,2,39
7,40.52323344486728,-73.97513007877474,2023-08-04 06:02:00,53.456373317670156,6,4,0,23.56220268061648,50.30811348877944,38.11215392996693,0.42781293305289025,2,0,0,0,24548,1,0,17,2,0,0,0,0,8
8,40.84647045830997,-73.81164472152241,2023-07-06 18:59:00,47.48171193248281,18,3,0,24.81535574599493,24.971719735452865,31.78209177686822,0.8803916150681006,3,0,1,1,10965,1,0,26,3,0,0,1,1,47
9,40.74044600469728,-74.1673169212178,2023-09-22 03:53:00,61.100762934405545,3,4,0,14.475012667645977,54.151362419864164,1.6005252214049737,0.37227228609471835,2,0,0,1,9505,1,1,27,4,0,1,0,1,31
10,40.78322903111842,-73.95621440316332,2023-07-25 23:32:00,66.58053489920133,23,1,0,16.945701897590467,69.15150300538187,13.292396429598385,0.22478328867511513,5,0,0,1,23016,0,0,24,4,0,0,0,2,19
11,40.50823379771832,-74.18319319990836,2023-07-05 10:54:00,64.0337632998511,10,2,0,12.637154185725304,55.92539830794731,18.821787398048908,4.744778856669376,5,0,0,0,19090,0,0,21,2,0,0,0,1,36
12,40.88796394086479,-74.16867339827233,2023-10-16 12:04:00,60.84033072052641,12,0,0,10.103562116346144,81.04742446226066,12.580702888364211,12.106967901513563,3,0,0,0,8334,0,1,14,1,0,0,0,0,39
13,40.83297705632017,-73.7467812733278,2023-01-04 17:03:00,55.542539393032186,17,2,0,20.169263455664442,40.22559116603078,28.00750243321826,0.3585271294726051,4,0,1,0,29041,1,1,20,2,0,1,0,1,32
14,40.58493564427131,-74.1303773144412,2023-12-08 01:54:00,71.08246191684968,1,4,0,9.084901159823806,26.037441991277547,33.050765994503244,0.11213050074641939,5,0,0,0,24297,0,0,32,2,0,0,0,2,21
15,40.57272998688284,-73.9337896588624,2023-08-14 21:00:00,51.82868080053415,21,0,0,15.097611695996958,85.55959281606043,29.25380380741086,0.800152628983852,3,0,0,1,14374,0,0,18,1,0,1,0,0,23
16,40.573361803941374,-73.99445219869965,2023-06-20 20:58:00,72.76027913843475,20,1,0,11.033782280705339,46.47374446697533,39.57333147313101,1.238526852767648,5,0,1,0,29943,0,0,19,1,0,0,0,0,36
17,40.62169689718382,-74.02632833687058,2023-05-06 02:31:00,54.97782981073275,2,5,1,21.847782304031817,60.34838860175434,10.901905915721164,0.45837668631302525,1,0,0,1,14348,1,0,17,4,0,0,0,1,15
18,40.709902572652894,-73.75008332715636,2023-06-25 12:09:00,57.47564762646965,12,6,1,30.610010694865416,75.44021882911372,34.99957980097686,0.7174252136961697,3,0,1,0,16375,1,0,21,6,0,0,0,1,2
19,40.67277800745685,-74.18908830161226,2023-11-11 18:49:00,50.33214809384323,18,5,1,8.888884120376682,42.70195647129064,30.664906606979446,0.4484651273751263,2,0,0,0,27365,1,0,24,2,0,0,0,4,12
20,40.61649165607922,-73.86810515691221,2023-07-20 08:19:00,59.98597853114363,8,3,0,5.028870619717017,70.13151767243278,14.487150302325844,2.976747805085153,5,0,1,1,3393,1,1,12,2,0,0,0,0,38
21,40.74474115788895,-73.71830278289323,2023-03-18 12:46:00,74.75312458477978,12,5,1,17.12579180254953,29.479319487247963,29.364981746278747,2.493607124895715,2,0,0,0,12802,0,1,17,3,0,0,0,0,6
22,40.55579754426082,-73.91991590826908,2023-12-10 16:33:00,70.15628088443957,16,6,1,18.10988457170431,40.39056230438537,4.1630382567298785,2.015450201379362,3,0,0,1,25510,0,1,19,2,0,0,0,1,46
23,40.61685785941409,-73.73158876898346,2023-05-24 19:58:00,74.78422112028035,19,2,0,19.530615147301084,30.129744529556394,31.573339293622094,0.9794916022452862,5,1,0,0,4694,0,0,16,4,0,0,0,3,38
24,40.64654473731748,-74.17387106035699,2023-02-20 23:12:00,70.22142545933936,23,0,0,14.875756393359586,76.78613908809504,21.293224103484107,4.794691556509499,2,1,1,0,27856,0,0,14,2,0,0,0,0,1
25,40.682427993686815,-73.99060334046293,2023-03-06 20:13:00,53.96330171469631,20,0,0,16.59552490822198,35.58544646587497,11.691606908370126,6.982192201048261,4,0,1,0,18373,1,0,14,1,0,0,1,0,38
26,40.814070384557205,-74.06992110451898,2023-11-22 02:58:00,61.692107756724425,2,2,0,20.572572873784214,70.21824887836472,26.231092071367208,0.38144786649792506,4,0,0,1,15911,1,0,15,1,0,0,0,1,50
27,40.57986951286335,-73.83458951750964,2023-05-13 20:04:00,57.19800870882537,20,5,1,25.283016248513874,86.03088780719568,25.66479994857636,0.5046623965203922,1,0,1,0,21064,1,0,11,3,0,0,0,1,26
28,40.70569377536545,-73.70935145475138,2023-09-16 02:38:00,78.3057490403904,2,5,1,4.314658607772021,56.94405463482139,8.379448908783989,1.4915396763202728,3,0,0,0,11655,0,0,19,2,0,0,1,2,48
29,40.736965827544815,-74.07173496877787,2023-07-17 03:43:00,53.03211353573688,3,0,0,15.417423926779765,57.802043458248136,1.2158965924610454,0.19137175315998198,2,0,1,0,10096,0,1,23,4,0,0,1,0,23
30,40.518580165088,-73.87291269926297,2023-05-12 10:13:00,73.93697689389111,10,4,0,19.496661557587444,52.272349766846844,17.344903476066953,1.1469927541300649,1,1,1,0,7410,0,1,15,3,0,0,0,0,1
31,40.74301794076057,-74.10095118362014,2023-11-07 13:13:00,73.9295387010877,13,1,0,11.574167267724848,42.812310037554994,22.78047477377685,1.7435492090777331,3,1,0,0,28620,1,0,19,4,0,0,0,0,21
32,40.568209649474916,-73.91733487271419,2023-02-22 12:29:00,83.29620201716088,12,2,0,30.118187422371097,53.2958521647442,35.064211134823935,1.476596945699969,4,1,1,0,4397,0,0,18,3,0,0,0,1,19
33,40.526020637194115,-73.96803375665583,2023-01-17 17:33:00,60.903134073705026,17,1,0,13.552130838398842,62.19652725867316,37.12867182590378,0.8036691621424558,2,0,0,0,21381,0,0,25,2,0,0,0,1,29
34,40.87955421490133,-73.71399733518423,2023-04-29 16:00:00,72.12322159580162,16,5,1,17.71095119094902,89.01941005194615,21.152208726270658,1.5637198892403088,5,0,0,0,14031,1,1,17,3,0,0,0,1,50
35,40.886252813229824,-73.89573636365176,2023-09-15 22:41:00,87.81651836538842,22,4,0,21.892154677896034,85.6435191522757,30.152139350741795,6.3786803690348215,4,0,0,1,1910,1,0,18,2,0,0,0,0,26
36,40.82335893924658,-74.0252468139566,2023-12-19 16:31:00,58.82358323066303,16,1,0,13.861006478386738,80.35070708051853,17.572130893119876,0.46138747547536235,5,0,1,0,23970,0,1,22,2,0,0,0,2,34
37,40.62184550766935,-74.14295210755604,2023-10-05 08:26:00,49.6495975246764,8,3,0,5.073988665369081,82.23913749934007,29.84328626291572,2.1274443302665134,5,0,1,1,28183,0,0,36,4,0,0,0,2,17
38,40.53906884560255,-74.12437658563253,2023-07-30 22:31:00,46.19989966092236,22,6,1,14.999418311584268,52.74944283044301,8.192060997566678,0.0887329838301584,2,0,1,0,23365,0,1,13,1,0,0,0,2,18
39,40.77369321060486,-74.08734153502438,2023-05-31 13:32:00,72.12712028861331,13,2,0,25.206083891489286,66.02110290242254,14.842589392141257,0.1374495387478591,2,0,1,1,27321,1,0,27,2,0,0,1,1,32
